,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,BABA,BIDU,FB,GOOGL,AAPL,AMZN,BABA,BIDU,FB,GOOGL,AAPL,AMZN,BABA,BIDU,FB,GOOGL,AAPL,AMZN,BABA,BIDU,FB,GOOGL,AAPL,AMZN,BABA,BIDU,FB,GOOGL,AAPL,AMZN,BABA,BIDU,FB,GOOGL
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,71.38,2372.71,206.7,99.67,194.19,1342.18,71.93,2372.71,206.7,99.67,194.19,1342.18,72.42,2391.89,207.08,99.88,196.91,1360.15,70.97,2310.0,202.51,97.01,190.0,1326.73,71.18,2330.01,202.93,98.47,190.93,1345.0,137280800,4591600,19117800,5486400,45954500,5417900
2020-04-30,72.89,2474.0,202.67,100.93,204.71,1346.7,73.45,2474.0,202.67,100.93,204.71,1346.7,73.63,2475.0,206.7,102.98,209.69,1350.0,72.09,2396.01,199.29,98.66,201.57,1321.5,72.49,2419.84,206.25,99.74,206.92,1331.36,183064000,9534600,20107400,5795900,46230100,2792100
2020-05-01,71.71,2286.04,194.48,96.02,202.27,1317.32,72.27,2286.04,194.48,96.02,202.27,1317.32,74.75,2362.44,197.38,98.2,207.28,1351.43,71.46,2258.19,192.86,94.31,199.05,1309.66,71.56,2336.8,195.75,98.2,201.6,1324.09,240616800,9772600,22276200,4622500,30415600,2443600
2020-05-04,72.73,2315.99,191.15,94.76,205.26,1322.9,73.29,2315.99,191.15,94.76,205.26,1322.9,73.42,2326.98,195.0,96.02,205.91,1324.47,71.58,2256.38,189.53,93.54,198.76,1296.01,72.29,2256.38,194.76,95.43,200.2,1308.13,133568000,4865900,25709400,3387800,19250700,1540300
2020-05-05,73.82,2317.8,195.02,95.77,207.07,1349.02,74.39,2317.8,195.02,95.77,207.07,1349.02,75.25,2351.0,198.27,97.6,210.38,1371.01,73.61,2307.13,194.2,95.47,206.5,1335.03,73.76,2340.0,196.38,96.41,207.02,1337.5,147751200,3242500,22957200,2826100,21071200,1983300
2020-05-06,74.58,2351.26,195.17,97.08,208.47,1345.43,75.16,2351.26,195.17,97.08,208.47,1345.43,75.81,2357.45,198.91,98.04,211.6,1368.69,74.72,2320.0,194.93,95.29,206.66,1345.13,75.11,2329.44,197.67,96.61,208.12,1358.0,142333600,3117800,18598900,2900300,21857000,1586600
2020-05-07,75.35,2367.61,196.49,98.18,211.26,1369.28,75.93,2367.61,196.49,98.18,211.26,1369.28,76.29,2376.0,198.09,98.45,211.6,1376.0,75.49,2343.11,194.78,97.45,209.04,1352.54,75.81,2374.78,198.0,98.1,211.16,1361.31,115215200,3396400,16164600,2331800,15152000,1532600
2020-05-08,77.14,2379.61,201.19,99.77,212.35,1384.34,77.53,2379.61,201.19,99.77,212.35,1384.34,77.59,2387.24,203.02,100.67,213.21,1396.64,76.07,2357.0,198.68,98.15,210.85,1372.01,76.41,2372.14,199.8,99.79,212.24,1381.82,134048000,3211200,23819700,3222800,12506000,1666300
2020-05-11,78.36,2409.0,205.4,99.55,213.18,1403.59,78.75,2409.0,205.4,99.55,213.18,1403.59,79.26,2419.67,206.64,100.17,215.0,1415.53,76.81,2372.11,202.38,98.72,210.37,1375.5,77.03,2374.7,202.78,99.76,210.89,1376.79,145946400,3259200,17920700,2763600,12911900,1635900
2020-05-12,77.46,2356.95,200.31,97.47,210.1,1375.18,77.85,2356.95,200.31,97.47,210.1,1375.18,79.92,2419.0,208.05,100.0,215.28,1414.33,77.73,2355.0,200.02,97.46,210.0,1374.51,79.46,2411.85,206.95,100.0,213.29,1408.22,162301200,3074900,17826800,3438800,14704600,1695900
2020-05-13,76.53,2367.92,199.46,95.49,205.1,1348.33,76.91,2367.92,199.46,95.49,205.1,1348.33,78.99,2407.7,204.68,98.98,210.78,1385.33,75.8,2337.8,197.98,94.15,202.11,1328.01,78.04,2366.8,203.62,98.21,209.43,1376.16,200622400,4782900,22429700,4356900,20684600,2018400
2020-05-14,77.0,2388.85,201.3,96.02,206.81,1356.86,77.39,2388.85,201.3,96.02,206.81,1356.86,77.45,2391.37,201.77,96.17,206.93,1357.37,75.38,2353.21,194.03,90.94,200.69,1323.3,76.13,2361.01,195.5,93.19,202.56,1333.52,158929200,3648100,20025900,3704900,17178900,1833000
2020-05-15,76.54,2409.78,203.68,99.86,210.88,1373.06,76.93,2409.78,203.68,99.86,210.88,1373.06,76.97,2411.0,204.49,100.06,211.34,1374.58,75.05,2356.37,200.1,94.9,204.12,1339.0,75.09,2368.52,200.7,95.18,205.27,1348.26,166348400,4235000,17209500,3355000,19383200,2077200
2020-05-18,78.35,2426.26,215.28,107.59,213.19,1385.18,78.74,2426.26,215.28,107.59,213.19,1385.18,79.12,2433.0,215.47,108.17,214.64,1392.76,77.58,2384.01,210.37,101.51,210.94,1354.2,78.29,2404.35,212.5,101.83,212.15,1361.58,135372400,4366600,23556600,10198400,20151900,2356400
2020-05-19,77.89,2449.33,217.2,109.75,216.88,1374.4,78.29,2449.33,217.2,109.75,216.88,1374.4,79.63,2485.0,220.59,120.85,220.49,1392.49,78.25,2428.97,215.19,109.16,212.83,1373.76,78.76,2429.83,216.73,117.8,213.27,1385.48,101729600,4320500,21438100,19633500,31843200,1579300
2020-05-20,79.41,2497.94,216.79,108.52,229.97,1409.16,79.81,2497.94,216.79,108.52,229.97,1409.16,79.88,2500.01,221.16,114.2,231.34,1412.03,79.13,2467.27,210.58,105.7,223.19,1387.42,79.17,2477.87,220.0,110.7,223.5,1389.16,111504800,3998100,38324100,15446200,50162900,1913100
2020-05-21,78.82,2446.74,212.16,110.03,231.39,1406.75,79.21,2446.74,212.16,110.03,231.39,1406.75,80.22,2525.45,214.58,111.53,237.2,1416.46,78.97,2442.54,209.53,106.72,231.2,1394.39,79.67,2500.0,211.29,107.12,234.72,1410.99,102688800,5114400,29850700,9977100,47782600,1544700
2020-05-22,79.32,2436.88,199.7,103.32,234.91,1413.24,79.72,2436.88,199.7,103.32,234.91,1413.24,79.81,2469.85,204.88,107.81,235.99,1417.0,78.84,2430.13,198.99,102.74,228.74,1395.95,78.94,2455.01,203.23,106.26,231.51,1403.9,81803200,2867100,51979300,8231900,33925600,1427200
2020-05-26,78.79,2421.86,201.72,108.36,232.2,1421.37,79.18,2421.86,201.72,108.36,232.2,1421.37,81.06,2462.0,206.8,109.23,240.9,1445.11,79.12,2414.06,201.0,105.33,231.67,1419.4,80.88,2458.0,205.94,106.0,239.77,1441.96,125522000,3568200,28683200,6268800,33178300,2229500
2020-05-27,79.13,2410.39,201.18,108.22,229.14,1420.28,79.53,2410.39,201.18,108.22,229.14,1420.28,79.68,2413.58,202.99,108.88,230.56,1425.35,78.27,2330.0,196.75,106.01,221.13,1394.6,79.04,2404.99,202.99,107.8,229.07,1420.0,112945200,5056900,23605400,4086500,34697600,1584200
2020-05-28,79.16,2401.1,199.49,106.32,225.46,1418.24,79.56,2401.1,199.49,106.32,225.46,1418.24,80.86,2436.97,202.37,107.67,231.63,1444.46,78.91,2378.23,197.62,104.85,224.0,1399.08,79.19,2384.33,199.0,106.46,224.3,1400.0,133560800,3190200,18763200,3649000,29377200,1758500
2020-05-29,79.09,2442.37,207.39,106.55,225.09,1433.52,79.49,2442.37,207.39,106.55,225.09,1433.52,80.29,2442.37,207.88,106.69,227.49,1436.73,79.12,2398.2,196.7,102.6,222.88,1415.98,79.81,2415.94,200.0,105.82,225.2,1420.43,153598000,3529300,43179500,6857300,23241500,1852200
2020-06-01,80.06,2471.04,206.57,107.1,231.91,1434.87,80.46,2471.04,206.57,107.1,231.91,1434.87,80.59,2476.93,207.2,108.48,232.44,1441.58,79.3,2444.17,203.94,105.31,223.5,1422.28,79.44,2448.0,205.9,106.02,224.59,1425.7,80791200,2928900,16169700,3922900,18223800,1258100
2020-06-02,80.43,2472.41,214.33,107.23,232.72,1442.31,80.83,2472.41,214.33,107.23,232.72,1442.31,80.86,2473.53,214.57,108.72,233.0,1443.0,79.73,2445.31,207.17,106.92,226.56,1421.61,80.19,2467.0,207.21,107.77,230.94,1435.0,87642800,2529900,22485800,4434500,20919000,1172100
2020-06-03,80.87,2478.4,218.61,112.45,230.16,1439.25,81.28,2478.4,218.61,112.45,230.16,1439.25,81.55,2488.0,218.97,112.72,232.65,1449.01,80.57,2461.17,213.75,108.2,228.53,1431.62,81.17,2468.01,215.6,108.62,232.11,1442.7,104491200,2671000,19999500,3997700,15380300,1386600
2020-06-04,80.18,2460.6,218.04,109.06,226.29,1414.3,80.58,2460.6,218.04,109.06,226.29,1414.3,81.4,2507.54,220.0,113.63,231.63,1441.32,80.19,2450.01,216.32,108.52,224.61,1406.01,81.1,2477.43,217.28,112.1,229.56,1436.78,87560400,2948700,14962400,3945700,17041500,1349100
2020-06-05,82.46,2483.0,219.55,114.4,230.77,1440.02,82.88,2483.0,219.55,114.4,230.77,1440.02,82.94,2488.65,220.59,115.2,231.35,1446.3,80.81,2437.13,218.7,111.49,225.31,1407.62,80.84,2444.51,220.0,111.86,226.71,1415.64,137250400,3306400,11983200,4270200,16750400,2132100
2020-06-08,82.95,2524.06,219.0,117.03,231.4,1448.04,83.36,2524.06,219.0,117.03,231.4,1448.04,83.4,2530.0,220.4,118.38,231.55,1449.0,81.83,2487.34,215.33,115.63,227.41,1424.48,82.56,2500.2,219.6,116.0,229.03,1426.28,95654400,3970700,12731200,4545200,15466500,1693900
2020-06-09,85.57,2600.86,220.72,115.83,238.67,1452.08,86.0,2600.86,220.72,115.83,238.67,1452.08,86.4,2626.43,220.72,116.76,239.77,1467.8,83.0,2525.0,216.2,114.35,230.41,1442.36,83.04,2529.44,216.31,115.39,231.52,1445.24,147712400,5176000,14140100,2684200,27462900,1681200
2020-06-10,87.77,2647.45,223.68,116.81,236.73,1464.7,88.21,2647.45,223.68,116.81,236.73,1464.7,88.69,2722.35,225.0,118.63,241.21,1472.77,86.52,2626.26,220.6,115.92,235.28,1454.36,86.97,2645.0,222.0,118.0,240.96,1461.51,166651600,4946000,13372400,3179200,20720700,1588100
2020-06-11,83.55,2557.96,215.24,111.83,224.43,1401.9,83.97,2557.96,215.24,111.83,224.43,1401.9,87.76,2671.38,219.95,114.08,232.89,1451.6,83.87,2536.23,213.56,111.0,223.55,1398.41,87.33,2603.5,218.0,112.63,229.94,1441.03,201662400,5800100,15560300,4004800,26708200,2357200
2020-06-12,84.28,2545.02,217.64,116.27,228.58,1412.92,84.7,2545.02,217.64,116.27,228.58,1412.92,86.95,2621.48,219.5,116.85,231.66,1434.51,83.56,2503.35,213.88,114.15,224.5,1385.8,86.18,2601.21,218.5,114.5,229.9,1425.86,200146000,5436100,12716500,4428600,22091400,1833800
2020-06-15,85.32,2572.68,217.03,116.82,232.5,1420.74,85.75,2572.68,217.03,116.82,232.5,1420.74,86.42,2584.0,217.72,117.17,233.77,1425.0,83.14,2508.0,212.75,113.06,224.8,1387.2,83.31,2526.6,214.11,113.39,225.09,1389.49,138808800,3865100,17419900,3149100,15340300,1523400
2020-06-16,87.58,2615.27,222.62,122.78,235.65,1446.47,88.02,2615.27,222.62,122.78,235.65,1446.47,88.3,2620.0,224.84,128.28,238.46,1457.17,86.18,2576.0,220.1,122.2,233.0,1428.99,87.86,2620.0,221.0,127.25,237.14,1449.0,165428800,3585600,17212400,9965200,15236700,1532400
2020-06-17,87.46,2640.98,224.25,122.03,235.53,1452.54,87.9,2640.98,224.25,122.03,235.53,1452.54,88.85,2655.0,225.0,123.71,237.59,1462.2,87.77,2631.82,222.5,121.11,231.73,1435.13,88.79,2647.5,224.4,123.0,235.0,1452.94,114406400,2959300,12486700,3758400,19578100,1530500
2020-06-18,87.49,2653.98,223.54,123.46,235.94,1434.12,87.93,2653.98,223.54,123.46,235.94,1434.12,88.36,2659.64,226.03,123.96,236.14,1452.97,87.31,2636.11,222.92,120.79,232.15,1426.24,87.85,2647.01,223.74,122.03,234.99,1449.85,96820400,2487800,10358800,2409600,15782500,1743100
2020-06-19,86.99,2675.01,220.64,123.08,238.79,1424.64,87.43,2675.01,220.64,123.08,238.79,1424.64,89.14,2697.43,226.5,125.64,240.83,1444.5,86.29,2659.0,220.09,122.31,235.55,1419.0,88.66,2678.08,226.38,124.94,237.79,1440.0,264476000,5777000,19545200,3805300,30081300,2639200
2020-06-22,89.27,2713.82,221.41,123.08,239.22,1450.66,89.72,2713.82,221.41,123.08,239.22,1450.66,89.86,2715.0,222.08,123.24,240.7,1450.95,87.79,2669.0,219.45,120.12,236.91,1419.19,87.83,2684.5,220.92,122.37,238.56,1425.01,135445200,3208800,13303600,2816400,18917800,1472100
2020-06-23,91.17,2764.41,228.75,123.33,242.24,1463.98,91.63,2764.41,228.75,123.33,242.24,1463.98,93.1,2783.11,230.23,124.0,245.19,1475.2,90.57,2718.04,224.53,122.5,239.86,1445.0,91.0,2726.02,225.12,123.81,241.28,1452.0,212155600,4231700,18263400,2504300,24017900,1887600
2020-06-24,89.56,2734.4,226.22,121.37,234.02,1432.7,90.01,2734.4,226.22,121.37,234.02,1432.7,92.2,2796.0,231.03,122.93,243.22,1475.79,89.63,2721.0,224.25,119.4,232.68,1430.0,91.25,2780.0,228.3,122.05,241.2,1463.28,192623200,4526600,12159500,3335800,20834900,1579600
2020-06-25,90.75,2754.58,222.16,123.73,235.68,1441.1,91.21,2754.58,222.16,123.73,235.68,1441.1,91.25,2756.23,224.69,123.76,237.3,1442.32,89.39,2712.14,220.87,120.39,232.74,1419.54,90.18,2739.55,224.59,120.39,234.62,1431.22,137522400,2968700,14953100,2194300,18704300,1197900
2020-06-26,87.96,2692.87,215.71,121.8,216.08,1362.54,88.41,2692.87,215.71,121.8,216.08,1362.54,91.33,2782.57,222.26,124.97,233.09,1437.02,88.25,2688.0,213.5,120.93,215.4,1355.0,91.1,2775.06,222.21,123.25,232.64,1432.63,205256800,6500800,19340600,2598200,76343900,4882000
2020-06-29,89.99,2680.38,215.02,121.29,220.64,1397.17,90.44,2680.38,215.02,121.29,220.64,1397.17,90.54,2696.8,216.5,122.35,220.75,1398.0,87.82,2630.08,211.82,118.52,207.11,1351.65,88.31,2690.01,215.03,121.01,209.75,1360.34,130646000,4223400,12333000,2045700,58514300,2253700
2020-06-30,90.74,2758.82,215.7,119.89,227.07,1418.05,91.2,2758.82,215.7,119.89,227.07,1418.05,91.5,2769.63,216.43,121.98,227.5,1424.0,90.0,2675.03,212.89,119.12,218.47,1386.93,90.02,2685.07,215.74,120.35,220.59,1396.88,140223200,3769700,12933800,2263100,33927100,2014300
2020-07-01,90.57,2878.7,215.95,120.63,237.55,1442.0,91.03,2878.7,215.95,120.63,237.55,1442.0,91.84,2895.0,216.55,121.14,239.0,1448.48,90.98,2754.0,214.74,119.15,227.56,1414.18,91.28,2757.99,215.81,119.89,228.5,1419.17,110737200,6363400,11788100,2116400,43399700,2109100
2020-07-02,90.57,2890.3,223.6,123.3,233.42,1469.93,91.03,2890.3,223.6,123.3,233.42,1469.93,92.62,2955.56,225.02,124.82,240.0,1488.52,90.91,2871.1,220.06,122.37,232.61,1451.07,91.96,2912.01,221.85,123.22,239.0,1451.84,114041600,6593400,18128700,3011900,30633600,2860900
2020-07-06,92.99,3057.04,240.0,132.93,240.28,1499.65,93.46,3057.04,240.0,132.93,240.28,1499.65,93.94,3059.88,240.48,133.14,240.4,1510.0,92.47,2930.0,232.82,128.05,232.27,1476.98,92.5,2934.97,233.31,129.01,233.76,1488.15,118655600,6880600,33702900,5763600,26206200,2235600
2020-07-07,92.71,3000.12,236.51,127.83,240.86,1489.92,93.17,3000.12,236.51,127.83,240.86,1489.92,94.65,3069.55,241.3,132.0,247.65,1521.32,93.06,2990.0,236.13,127.82,238.82,1489.7,93.85,3058.55,241.01,130.0,239.41,1496.13,112424400,5257500,16491600,2804600,27887800,2118200
2020-07-08,94.87,3081.11,257.68,130.64,243.58,1503.6,95.34,3081.11,257.68,130.64,243.58,1503.6,95.38,3083.97,258.49,131.01,246.99,1511.17,94.09,3012.43,244.02,128.06,236.59,1492.3,94.18,3022.61,244.86,131.01,238.11,1500.8,117092000,5037600,39922700,2931300,29791300,1588300
2020-07-09,95.27,3182.63,261.58,132.53,244.5,1518.66,95.75,3182.63,261.58,132.53,244.5,1518.66,96.32,3193.88,268.0,135.44,246.53,1529.14,94.67,3074.0,255.91,130.23,239.24,1495.59,96.26,3115.99,265.55,134.01,245.0,1509.93,125642800,6388700,36803900,4189300,22174900,2091800
2020-07-10,95.44,3200.0,261.01,132.33,245.07,1539.01,95.92,3200.0,261.01,132.33,245.07,1539.01,95.98,3215.0,261.9,132.53,245.49,1541.34,94.71,3135.7,255.71,130.27,239.32,1500.72,95.33,3191.76,260.21,130.75,243.69,1513.25,90257200,5486000,20335000,2065900,22982700,1795900
2020-07-13,95.0,3104.0,251.67,127.84,239.0,1512.23,95.48,3104.0,251.67,127.84,239.0,1512.23,99.96,3344.29,265.66,133.86,250.15,1576.36,95.26,3068.39,250.68,127.68,238.42,1506.56,97.26,3251.06,261.45,133.7,247.01,1549.94,191649200,7720400,21568700,4685400,24674900,2147700
2020-07-14,96.57,3084.0,248.58,125.49,239.73,1520.86,97.06,3084.0,248.58,125.49,239.73,1520.86,97.25,3127.38,249.75,126.15,240.33,1522.8,93.88,2950.0,241.23,122.5,232.03,1485.93,94.84,3089.0,246.57,125.0,236.76,1492.79,170989200,7231900,19782600,3901900,23378100,1905400
2020-07-15,97.24,3008.87,249.21,125.05,240.28,1516.88,97.72,3008.87,249.21,125.05,240.28,1516.88,99.25,3098.35,252.5,127.0,244.82,1536.33,96.49,2973.18,246.54,124.05,238.05,1497.83,98.99,3080.23,251.48,126.96,241.55,1523.23,153198000,5788900,12614700,2137300,19133600,1551300
2020-07-16,96.04,2999.9,242.5,123.43,240.93,1514.92,96.52,2999.9,242.5,123.43,240.93,1514.92,97.4,3032.0,245.05,123.6,241.76,1515.91,95.9,2918.23,240.74,120.94,236.33,1488.27,96.56,2971.06,241.77,121.33,238.0,1501.5,110577600,6394200,18032100,2432500,18880700,1324200
2020-07-17,95.85,2961.97,247.14,122.77,242.03,1516.85,96.33,2961.97,247.14,122.77,242.03,1516.85,97.15,3024.0,247.93,125.0,244.16,1523.43,95.84,2948.45,244.48,121.88,237.86,1498.1,96.99,3009.0,246.55,125.0,241.0,1516.91,92186800,4761300,18742400,1883200,18152400,1713200
2020-07-20,97.87,3196.84,254.81,124.35,245.42,1563.84,98.36,3196.84,254.81,124.35,245.42,1563.84,98.5,3201.36,257.67,124.87,246.05,1569.01,96.06,2994.02,252.43,122.66,235.64,1502.7,96.42,3000.2,256.45,122.77,240.06,1515.0,90318000,7598200,19015000,2775200,20872200,1508300
2020-07-21,96.51,3138.29,257.9,125.22,241.75,1555.92,97.0,3138.29,257.9,125.22,241.75,1555.92,99.25,3240.58,261.92,126.27,246.91,1587.05,96.74,3105.72,256.52,123.73,240.08,1552.62,99.17,3232.49,261.21,125.99,246.22,1585.03,103646000,6135000,17120700,3825300,19364200,1377700
2020-07-22,96.79,3099.91,251.7,122.75,239.87,1564.85,97.27,3099.91,251.7,122.75,239.87,1564.85,97.97,3150.0,256.27,123.79,241.9,1566.98,96.6,3065.26,249.6,120.97,238.12,1543.23,96.69,3125.0,255.76,123.58,240.26,1555.71,89001600,4104200,19682200,2923100,15427900,1224100
2020-07-23,92.38,2986.55,251.88,121.1,232.6,1516.75,92.85,2986.55,251.88,121.1,232.6,1516.75,97.08,3098.27,257.66,122.67,242.42,1570.35,92.01,2970.0,248.69,119.42,231.75,1508.59,97.0,3098.27,252.1,122.21,239.63,1565.93,197004400,5656900,25712000,2740900,21771800,1695500
2020-07-24,92.15,3008.91,249.0,119.02,230.71,1508.21,92.61,3008.91,249.0,119.02,230.71,1508.21,92.97,3031.58,249.48,119.06,233.49,1515.43,89.14,2888.0,241.89,116.39,226.9,1487.59,90.99,2930.0,244.96,117.5,230.19,1499.19,185438800,5632400,17221500,2687800,18325800,1495100
2020-07-27,94.34,3055.21,250.86,115.86,233.5,1529.43,94.81,3055.21,250.86,115.86,233.5,1529.43,94.9,3098.0,252.87,118.0,234.95,1537.56,93.48,3015.77,245.81,114.86,230.83,1512.33,93.71,3062.0,247.11,117.74,231.46,1513.26,121214000,4170500,18966900,2915700,13163100,1356200
2020-07-28,92.79,3000.33,249.05,115.69,230.12,1503.65,93.25,3000.33,249.05,115.69,230.12,1503.65,94.55,3077.09,251.65,116.49,234.96,1526.01,93.25,2995.76,248.53,114.75,229.83,1500.52,94.37,3054.27,251.15,115.75,234.63,1525.0,103625600,3126700,9878700,3345400,14170100,1545500
2020-07-29,94.56,3033.53,252.45,119.82,233.29,1523.51,95.04,3033.53,252.45,119.82,233.29,1523.51,95.23,3039.16,254.3,120.45,233.7,1533.33,93.71,2996.77,250.1,116.44,230.31,1503.01,93.75,3030.99,250.34,116.46,231.14,1505.0,90329200,2974100,11493600,3759100,13588300,1133800
2020-07-30,95.71,3051.88,252.74,118.0,234.5,1538.37,96.19,3051.88,252.74,118.0,234.5,1538.37,96.3,3092.0,253.86,119.17,234.89,1540.89,93.77,3005.0,249.62,117.3,229.0,1495.17,94.19,3014.0,251.7,118.17,230.22,1497.97,158130000,6128300,7032900,3137000,20615300,1802100
2020-07-31,105.73,3164.68,251.02,119.4,253.67,1487.95,106.26,3164.68,251.02,119.4,253.67,1487.95,106.42,3246.82,254.4,120.19,255.85,1505.02,100.82,3151.0,248.1,116.7,249.0,1454.0,102.89,3244.0,254.2,118.86,255.82,1497.05,374336800,8085500,12304100,2753800,53005100,4576400
2020-08-03,108.39,3111.89,257.94,120.55,251.96,1482.76,108.94,3111.89,257.94,120.55,251.96,1482.76,111.64,3184.0,260.65,121.29,255.4,1497.73,107.89,3104.0,254.0,119.05,250.33,1471.72,108.2,3180.51,254.02,120.29,252.65,1491.0,308151200,5074700,11530300,1946100,23124900,2274100
2020-08-04,109.12,3138.83,262.2,126.67,249.83,1473.3,109.67,3138.83,262.2,126.67,249.83,1473.3,110.79,3167.24,262.56,127.06,252.8,1493.11,108.39,3101.21,258.82,120.14,247.43,1464.03,109.13,3101.21,260.08,120.14,251.56,1486.71,173071600,4694300,10994500,3846900,17183500,1860600
2020-08-05,109.51,3205.03,264.91,125.85,249.12,1479.09,110.06,3205.03,264.91,125.85,249.12,1479.09,110.39,3213.59,265.98,127.38,252.27,1490.0,108.9,3127.3,261.76,124.92,247.77,1471.22,109.38,3143.77,263.74,127.0,250.19,1476.82,121992000,3930000,10673800,1763900,13050100,1457500
2020-08-06,113.33,3225.0,265.68,125.58,265.28,1504.95,113.9,3225.0,265.68,125.58,265.28,1504.95,114.41,3247.47,265.7,126.02,266.6,1506.27,109.8,3165.43,259.2,123.27,248.67,1471.9,110.4,3194.36,263.42,125.34,249.04,1476.15,202428800,3940600,10359500,1718300,45241600,1665300
2020-08-07,110.76,3167.46,252.1,125.0,268.44,1498.37,111.11,3167.46,252.1,125.0,268.44,1498.37,113.68,3240.81,257.76,125.09,278.89,1520.09,110.29,3140.67,247.57,121.08,263.43,1486.27,113.21,3224.01,257.41,122.5,264.08,1509.04,198045600,3936100,22529600,3163300,72766400,1385900
2020-08-10,112.37,3148.16,248.13,125.06,263.0,1496.82,112.73,3148.16,248.13,125.06,263.0,1496.82,113.78,3172.51,251.75,127.66,273.86,1507.15,110.0,3101.52,246.1,123.97,259.69,1477.49,112.6,3170.31,249.34,124.55,268.04,1490.8,212403600,3167300,13621700,3606500,30248800,1027300
2020-08-11,109.02,3080.67,248.42,124.6,256.13,1480.54,109.38,3080.67,248.42,124.6,256.13,1480.54,112.48,3159.22,252.88,127.79,265.92,1510.44,109.11,3073.0,247.83,124.37,255.13,1478.19,111.97,3113.2,251.29,125.23,260.19,1494.0,187902400,3718100,10681800,2196100,28238300,1554900
2020-08-12,112.65,3162.24,255.19,126.11,259.89,1507.24,113.01,3162.24,255.19,126.11,259.89,1507.24,113.28,3174.39,256.08,128.25,263.9,1511.67,110.3,3101.42,248.68,125.83,258.11,1485.0,110.5,3108.0,249.25,126.23,258.97,1487.12,165944800,3527200,11112300,2392600,21415700,1126600
2020-08-13,114.64,3161.02,253.72,124.57,261.3,1516.65,115.01,3161.02,253.72,124.57,261.3,1516.65,116.04,3217.52,256.97,126.83,265.16,1536.97,113.93,3155.0,252.88,124.04,259.57,1508.21,114.43,3182.99,256.39,126.67,261.55,1508.21,210082000,3149000,8794500,5130300,17374000,1119400
2020-08-14,114.54,3148.02,253.97,116.74,261.24,1504.63,114.91,3148.02,253.97,116.74,261.24,1504.63,115.0,3178.24,255.77,118.57,262.65,1519.79,113.04,3120.0,251.64,115.59,258.68,1499.0,114.83,3178.18,255.49,118.4,262.31,1513.61,165565200,2751700,7876400,11662400,14792700,1097100
2020-08-17,114.24,3182.41,256.96,123.92,261.16,1516.24,114.61,3182.41,256.96,123.92,261.16,1516.24,116.09,3194.97,257.38,124.68,264.1,1523.78,113.96,3154.18,250.09,117.67,259.4,1505.0,116.06,3173.12,253.0,117.99,262.5,1515.97,119561600,2691200,9760000,6475200,13351100,999500
2020-08-18,115.19,3312.49,259.2,124.2,262.34,1555.78,115.56,3312.49,259.2,124.2,262.34,1555.78,116.0,3320.0,261.42,126.59,265.15,1557.37,114.01,3205.82,256.06,123.7,259.26,1521.67,114.35,3212.0,258.71,123.83,260.95,1526.12,105633600,5346000,13267800,3672700,18690400,1418900
2020-08-19,115.34,3260.48,260.59,122.71,262.59,1544.61,115.71,3260.48,260.59,122.71,262.59,1544.61,117.16,3315.9,261.29,124.13,267.91,1568.86,115.61,3256.0,257.38,121.14,261.35,1540.0,115.98,3303.01,260.89,124.13,261.39,1552.49,145538000,4185100,14096500,2688900,23291500,1523600
2020-08-20,117.9,3297.37,257.97,123.48,269.01,1576.25,118.28,3297.37,257.97,123.48,269.01,1576.25,118.39,3312.62,258.88,123.56,269.63,1580.17,115.73,3238.0,254.18,121.25,261.46,1534.46,115.75,3252.0,256.89,121.79,261.5,1539.97,126907200,3332500,21460800,2383200,20299700,1319100
2020-08-21,123.97,3284.72,265.8,122.45,267.01,1575.57,124.37,3284.72,265.8,122.45,267.01,1575.57,124.87,3314.4,267.43,123.65,270.49,1591.88,119.25,3275.39,258.31,121.1,266.42,1562.31,119.26,3295.0,259.03,121.54,268.69,1571.8,338054800,3575900,25648200,2728400,15538600,1741900
2020-08-24,125.45,3307.46,276.02,122.88,271.39,1585.15,125.86,3307.46,276.02,122.88,271.39,1585.15,128.79,3380.32,276.97,124.73,277.25,1608.78,123.94,3257.56,271.62,122.45,268.77,1575.04,128.7,3310.15,273.24,123.87,271.07,1592.47,345937600,4666300,22475800,2384600,23685600,1281900
2020-08-25,124.42,3346.49,286.0,125.7,280.82,1605.85,124.82,3346.49,286.0,125.7,280.82,1605.85,125.18,3357.4,289.12,126.05,283.09,1608.88,123.05,3267.0,276.04,121.94,270.26,1577.88,124.7,3294.99,278.06,122.68,272.41,1580.1,211495600,3992800,27535500,4303000,42127200,1257500
2020-08-26,126.12,3441.85,291.96,127.47,303.91,1644.13,126.52,3441.85,291.96,127.47,303.91,1644.13,126.99,3451.74,292.48,128.0,304.67,1652.79,125.08,3344.57,284.1,123.66,284.0,1600.98,126.18,3351.11,289.26,125.95,284.0,1606.3,163022400,6508700,19530300,5613200,69015200,2609400
